ROCO_49414,CT scan of abdomen showing a large mass in the right kidney.,Computed tomography (CT) of the abdomen demonstrating hepatomegaly and a large hypodense lesion of the liver with multicystic appearance with septations and solid portions.
ROCO_12105,CT scan of abdomen showing a large mass in the right lower quadrant.,CT scan showing complete regression of pelvic metastases after chemotherapy.
ROCO_21226,Aortic angiogram showing a large left anterior descending artery (arrow) and a small left anterior descending artery (arrowhead) with a large left anterior descending artery (arrow) and a small left anterior descending artery (arrowhead) with,Single-shot fast spin-echo coronal MR image demonstrates dilated pancreatic duct (arrowhead) and dilated intrahepatic bile ducts (arrow) due to obstructing pancreatic carcinoma.
ROCO_17632,"CT scan of the abdomen showing a large, well-defined, hypodense lesion in the right kidney (arrow).",Contrast-enhanced CT shows arterial encasement due to pancreatic carcinoma seen as soft tissue infiltration around superior mesenteric artery (arrow).
ROCO_39661,Axial CT scan of the abdomen showing a large mass in the right lower quadrant.,IMRT dose colour-wash. The high dose region (red) conforms to the target volume (white) in a concave shape reducing the bladder and bowel dose.
ROCO_69080,"Radiograph of the right hip showing a large, well-defined, radiolucent lesion in the right femoral head.",Conventional osteosarcoma. Anteroposterior radiograph of the femur shows a predominantly osteosclerotic lesion of the distal diaphysis. There is cortical destruction and aggressive periosteal reaction.
ROCO_28739,Postoperative chest X-ray showing the collapsed left lung.,An esophagram shows adenocarcinoma of the distal esophagus invading the gastric cardia as evidenced by a mass causing distortion of normal gastric folds (curved arrow).
ROCO_05416,Axial CT scan of the neck showing a large mass (arrows) in the right parotid gland. The mass is hypodense and hypodense in the right parotid gland. The mass is hypodense in the,"Axial contrast-enhanced CT image. Soft tissue loss in the right side of the neck after radical neck dissection, including resection of the sternocleidomastoid muscle and internal jugular vein (labelled by arrows and arrowhead on the opposite side)."
ROCO_76905,Chest CT scan showing a large mass in the right lower lobe.,"HRCT-scans. In the whole lung area there are small, ill-defined, diffuse opacities, in the upper right-hand field subpleural curvilinear lines. Figure 3 upper field, figure 4 middle field, Figures 5 and 6 lower field (case 10, table 5 and 6) [18]"
ROCO_24573,MRI of the brain showing a large lesion in the left frontal lobe.,"MRI Brain. There are multiple areas of low signal intensity in the pons, medulla oblongata, basal ganglia and also in the cerebral hemispheres (MRI Brain T1)."
ROCO_10832,Chest CT scan showing a large mass in the right lower lobe.,Computed tomography: well delimited pulmonary nodule of 13 mm in diameter of the LUL.
ROCO_32507,Echocardiogram showing the right ventricle (arrows) and the right atrium (arrowhead) with the aorta (arrow) in the middle. The aorta is the main artery supplying the heart. The,"A 2-dimensional transesophageal long-axis echocardiogram showing a mobile, pediculated echodense image adjacent to the lower intraventricular septum."
ROCO_13264,"Axial CT scan showing a large, well-defined, hypodense lesion in the right maxillary sinus.",Coronal paranasal computerized tomography demonstrating a frontal mucocele and an intra orbital cystic mass having similar intensities and a suspected area of communication through the bony roof of the orbit.
ROCO_12043,CT scan of abdomen showing a large mass in the right lower lobe of the liver.,Large mass involving the ‘echelon’ node in a patient with seminoma.
ROCO_36610,"CT scan of the chest showing a large, well-defined, hypodense lesion in the right lower lobe of the lung (arrow). The lesion is located in the right lower lobe of the lung (arrow). The lesion is",Chest wall invasion (T3 disease). CT reveals a soft tissue mass in the chest wall with rib destruction (arrow).
ROCO_18799,Echocardiogram showing a large left ventricular mass.,Echocardiography of Complete atrioventricular canal.
ROCO_25858,Postoperative CT scan showing the complete removal of the tumor. The arrow indicates the location of the tumor.,Angiography of the Left Posterior Circulation of the BrainAngiography (sagittal view) demonstrates complete occlusion of the left vertebral artery (black arrow).
ROCO_65648,Echocardiogram showing a large left ventricular mass (arrow) with a thickened wall (arrowhead). The mass is located in the left ventricular apex and is not associated with any other cardiac abnormalities. The mass is not associated,Trans-Esophageal Echocardiogram (TEE)TEE view of significant mitral stenosis (thickening of the mitral valve leaflets with doming of the anterior leaflet) with severe spontaneous echo contrast (white arrow).
ROCO_55352,MRI of the lumbar spine showing a large lesion in the L5-S1 region.,"Sagittal T1-weighted lumbar Spine MRI for patient #1. There is low signal intensity destruction within the vertebral body extending into the right neural arch at the L3 level. In addition, collapse of the L3 vertebral body is identified."
ROCO_37396,CT scan of the chest showing a large mass in the right lower lobe of the lung.,"Contrast-enhanced CT scan of the chest for patient #1. A large cavitating lesion was identified in the right upper lobe with pleural involvement and likely extension into the chest wall. In addition, right hilar lymphadenopathy was suspected. This was the primary malignant lesion in this patient."
ROCO_06323,Lateral thoracic X-ray showing a large mass in the thoracic cavity.,Preoperative standing posteroanterior radiograph showing left dystrophic scoliosis measuring 75 degrees from T4 to the T10.
ROCO_41348,Postoperative X-ray showing the implantation of the left femoral implant.,Postoperative standing posteroanterior radiograph showing the levels of instrumentation and the correction of the curve.
ROCO_13603,CT scan of the abdomen showing a large mass in the right lower lobe of the liver.,Case 1. Contrast-enhanced CT (CECT) demonstrates a splenic laceration extending to the splenic surface from a focal hypodense cyst-like lesion. There is a large perisplenic haematoma and abdominal free fluid.
ROCO_74656,"Coronal T2-weighted magnetic resonance imaging of the left kidney showing a large, well-defined, hyperintense lesion (arrow) in the left renal pelvis. The lesion is located in the renal pelvis and is",Sagittal T1-weighted MRI section (arrow indicating tumour).
ROCO_26790,CT scan of abdomen showing a large mass in the right lower lobe.,Magnetic resonance image demonstrating huge right sided mass within the chest.
ROCO_46211,Transesophageal echocardiogram showing a large left ventricular mass. Aortic valve is normal. The left ventricular mass is located in the left ventricular wall. The left ventricular mass is located in the left,"The position of the oximeter confirmed by ultrasound. A minor-axis cross-section of parasternal great vessels is shown, and is representative of 20 subjects. AV, aortic valve; PA, pulmonary artery; PV, pulmonary vein."
ROCO_36494,"Preoperative MRI of the right ankle showing a large, well-defined, non-enhancing lesion in the calcaneus.",MRI scan one week after open repair of the Achilles tendon. Note the dishomogeneous signal from the repaired Achilles tendon and the bone bruise
ROCO_55307,X-ray of the pelvis showing a large mass in the right pelvic region.,"X-ray of abdomen, (close-up view of lumbar spine) which was taken on day 738 shows the catheter has come out of the spinal canal. The catheter is coiled in the paraspinal space at L-4 level."
ROCO_79896,CT scan of the abdomen showing a large mass in the right lower lobe of the liver.,T2-W MRI scan set the diagnosis of the bronchogenic cyst and the vertebral dislodgment in the saggital section.
ROCO_64298,Axial T2-weighted magnetic resonance imaging of the brain showing a hyperintense lesion in the left temporal lobe with a large central mass. The lesion is associated with a hyperintense lesion in the right temporal lobe.,"MRI scan showing destruction of right sphenoid, frontal bones and zygomatic arch with associated soft tissue component extending laterally into the infratemporal fossa and medially into the orbit."
ROCO_37063,Radiograph of the hand showing a large radiopaque mass in the distal phalanx of the right hand.,Osteoarthritis makes joint spaces narrow and thus biases finger length measurements.
ROCO_18256,"Chest CT scan showing a large, well-defined, non-enhancing mass in the right lower lobe. The arrow indicates the mass. The other arrows indicate the pulmonary arteries. The arrows indicate the pulmonary veins. The arrows indicate the right at",High-resolution CT of a 12-year-old demonstrating subpleural pulmonary nodules (arrows).
ROCO_76675,Chest X-ray showing a large pneumothorax.,Early postoperative chest radiography showing a normal appearance.
ROCO_76069,Axial T2-weighted magnetic resonance imaging of the brain showing a large mass in the right temporal lobe.,MRI pattern of retinoblastoma with optic nerve involvement (sagittal enhanced T1-weighted sequence).
ROCO_71355,CT scan of the abdomen showing a large mass in the right lower lobe.,CT image of occluded right pulmonary artery and aortic dissection. Contrast enhanced CT image at the level of the right pulmonary artery demonstrates an aneurismal ascending aorta (AA) with a dissection flap and adjacent mediastinal haematoma. The right main pulmonary artery (RPA) is occluded.
ROCO_67709,Postoperative X-ray of the right shoulder showing the implant in the acetabulum.,Alignment of the clavicle following bone grafting and internal fixation.
ROCO_51595,"Axial CT scan of the abdomen showing a large, well-defined, hypodense lesion in the right kidney. The lesion is located in the right kidney and is associated with a large, well-defined, hypodense les",MR scan showing left ventricular aneurysm (arrow) and blood from contained aneurysmal rupture lying under pectoralis minor (small arrow).
ROCO_72589,"Axial T2-weighted magnetic resonance imaging of the abdomen showing a large, well-defined, hypodense lesion in the right kidney (arrow). The lesion is located in the renal parenchyma and is associated with","MR scan, lateral view, showing LV aneurysm (large arrow), contained aneurysmal rupture(small arrow) and small LV cavity (posterior to LV aneurysm)."
ROCO_28743,Postoperative chest X-ray showing a large mass in the right lung.,"Octreotide scanning of the patient revealed 'hot-spots' in the liver (arrow), ascending colon, the right iliac fossa and upper abdomen."
ROCO_50614,Postoperative radiograph of the right hip joint showing the implant in the acetabulum.,Stabilization of distal forearm fractures by external fixation.
ROCO_00176,Panoramic radiograph of the patient showing the presence of a large radiopaque mass in the left mandible.,Panoramic X ray taken four years later showing a unilocular radiolucent area in the left ramus.
ROCO_54261,Axial T2-weighted magnetic resonance imaging brain showing a hyperintense lesion in the left temporal lobe. The lesion is located in the left temporal lobe and is associated with a diffuse enhancement of the left temporal lobe. The les,Hippocampal activity signals the presence of a mismatch between what is expected to happen and what actually does.
ROCO_10034,"Axial CT scan of the abdomen showing a large, well-defined, hypodense mass in the right lower quadrant. The mass is located in the right lower quadrant and is not associated with any other mass or lesion. The",A patient with Stage I (on conventional imaging) testicular cancer underwent PET scanning. The coronal FDG-PET shows uptake in a mediastinal lymph node. This was shown on biopsy to be metastatic disease.
ROCO_09645,"CT scan of abdomen showing a large, well-defined, hypodense lesion in the right lower quadrant. The lesion is hypodense and has a high signal intensity. The lesion is located in the right lower quadrant",Liposarcoma. Contrast-enhanced axial CT shows large right retroperitoneal liposarcoma (arrow) composed predominantly of fat but also has areas of soft tissue density and calcific components.
ROCO_26891,CT scan of the chest showing a large mass in the right lower lobe of the lung.,"Invasive thymoma. Homogeneous, anterior mediastinal homogenous mass extends to the left. Irregular interface suggests extracapsular invasion; lung and pericardial invasion were found at surgery."
ROCO_41575,"Ultrasonography of the abdomen showing a large, well-defined, hypoechoic mass in the right lower quadrant. The mass is hypoechoic and has a high degree of contrast enhancement. The mass is located in the right",Longitudinal grey scale sonogram shows a well-defined heterogeneous thyroid nodule (arrows) with a large cystic component (arrowheads) and septation (open arrows). Features are compatible with a benign hyperplastic nodule.
ROCO_27850,CT scan of the neck showing a large mass in the right parotid gland.,"Axial CT post-contrast soft tissue windows in a patient with adenoid cystic carcinoma (ACC) extending throughout the left nasal cavity, left maxillary sinus and left pterygoid fossa with enlargement and loss of fat in the left pterygopalatine fossa and left infratemporal fossa. Perineural tumour extension is expected along the V2 branches in pterygopalatine fossa, infraorbital nerve and foramen rotundum."
ROCO_43136,Axial T2-weighted magnetic resonance imaging of the brain showing a large mass in the right parotid gland.,Same patient as in Figs 5 and 6. Coronal T1 MRI without contrast of ACC filling the left nasal cavity and left maxillary sinus with extension and loss of fat in the left infratemporal fossa. Perineural tumour spread again noted along V2 in the infraorbital foramen.
ROCO_72587,"Axial T2-weighted magnetic resonance imaging of the brain showing a large, hyperintense lesion in the right temporal lobe.",Same patient as Figs 9 and 10. Coronal T1W post-gadolinium of adenocarcinoma throughout the right nasal cavity and maxillary sinus with extension into the right infratemporal fossa.
ROCO_31337,Axial CT scan of the neck showing a large mass in the right parotid gland (arrows). The mass is hypodense and extends to the right side of the neck. The mass is hypodense and extends to the right,"(9) Level IA, submental nodes. CT scan at the level of the hyoid bone showing multiple nodes superficially (arrows). (10) Level IB, submandibular nodes. CT scan at the level of the body of the hyoid demonstrates nodes just lateral to the hyoid bone (arrow). (11) Level IIA, upper internal jugular chain. CT scan at the level of the hyoid bone. Necrotic node in the area of the high internal jugular chain (arrow). Necrotic node is the result of metastasis from pyriform sinus cancer (arrowheads). (12) Level IIB, upper spinal accessory chain. CT scan at the level of the upper neck demonstrating nodes (arrow) which were previously classified as upper spinal accessory nodes in the posterior triangle."
ROCO_60064,CT scan of the abdomen showing a large mass in the right lower quadrant.,CT Scan with contrast enhancement demonstrates the desmoid tumor originating from the abdominal transversal and internal oblique muscle fascia with inhomogeneous formation (arrow bar).
ROCO_23917,The trabecular meshwork (TEM) is shown in the anterior segment of the eye. The trabecular meshwork is a network of collagen fibers that provide support for the cornea and the anterior segment of the eye.,"Procedure for SLO training. First, fixation was anchored using a cross at the initial preferred retinal locus (PRL) and words were projected onto the location of the examiner's selected trained retinal locus (TRL). Projected words and crosses were randomly presented at two different locations on the SLO screen to induce changes in eye position. The anchored cross was eventually removed and the subject was asked to repeatedly attempt to scrutinize the word alternating by himself between fixation locations."
ROCO_00402,CT scan of the abdomen showing a large mass in the right lower lobe.,CT guided core biopsy of infracolic omental cake.
ROCO_04166,Abdominal CT scan showing a large mass in the right lower quadrant.,18F-FDG PET/CT scan showing multiple sites of increased FDG uptake in abdominal lymph nodes but also in the left supra-clavicular region.
ROCO_33604,Anteroposterior radiograph of the knee showing a new implant in place.,Postoperative x-rays showing prosthetic replacement.
ROCO_06975,MRI of the abdomen showing a large mass in the right kidney.,MRI of the pelvis showing effusion with soft tissue swelling and synovial thickening.
ROCO_12794,Computed tomography scan of the abdomen showing a large mass in the right lower quadrant. The arrow indicates the mass.,"Computed tomogram of the abdomen at the same level as Figure 2 following cytotoxic chemotherapy. The largest abdominal wall lesion decreased to 13 × 7 cm (arrow). Other lesions in the rectus sheath decreased from 6.4 × 3.4 cm and 4.4 × 2.7 cm to 6 × 3 cm and 3.3 × 2.2 cm, respectively. The mesenteric masses decreased markedly."
ROCO_01598,Postoperative radiograph showing the absence of the lesion.,"Follow-up barium enema revealing no evidence of distal obstruction and anatomy suitable for segmental intestinal resection of the enterocutaneous fistula. Contrast refluxed from the anus through the previously obstructed area, and out the fistula."
ROCO_17882,Axial T2-weighted magnetic resonance imaging of the head showing a large mass in the right parotid gland.,"Axial T1 weighted image shows a tongue cancer with mandible invasion. However, early involvement of cortical bones is better seen on CT images."
ROCO_37728,"Abdominal computed tomography scan showing a large, well-defined, hypodense lesion in the right lower quadrant. The lesion is hypodense and extends from the right lower quadrant to the left lower quadrant.",Coronal reformatted image shows large Krukenberg tumours of the ovaries (arrows) due to hematogenous metastases from a gastric cancer (T).
ROCO_24862,MRI of the brain showing a large mass in the right temporal lobe.,CT scan of the head shows a large vascular soft tissue mass involving the meninges and invasion of right parietal bone.
ROCO_00868,Ultrasound image of the right kidney showing a mass in the right renal parenchyma.,Sagittal transperineal sonography showing the recurrent mass in the same patient occupying the rectovaginal septum. The vagina has been filled with acoustic contrast.
ROCO_75053,"MRI of the left knee showing a large, well-defined, hyperintense lesion in the left femoral head. The lesion is located in the anterior cruciate ligament and is associated with a small, well-defined,",Whole-body MRI (T2WI) identified structure of increased signal intensity in close relation to the sciatic nerve (arrow).
ROCO_03656,Lateral view of the neck showing a large mass in the right parotid gland.,X-ray chest with mandible showed calcified crowns of the first and second deciduous molar in Twin B.
ROCO_16517,Axial CT scan of the neck showing a large mass in the right paranasal sinus.,"Contrast enhanced magnetic resonance angiogram demonstrating the arteries and veins of the neck. The entire arterial structures, from the aortic arch to the Circle of Willis, are demonstrated."
ROCO_63356,"Angiogram of the left anterior descending artery showing a large, thickened, and dilated left anterior descending artery.","53-year old Korean man with a remote history of facial trauma, and a four day history of diplopia and right third cranial nerve palsy. Lateral digital subtraction angiogram, right internal carotid artery. Later image from the same angiogram as Figure 1A, demonstrating further filling of the cavernous sinus and draining veins."
ROCO_55898,Angiogram showing the stent in the left coronary artery.,"36-year old woman, s/p motor vehicle collision. On admission, an angiogram demonstrated a pseudoaneurysm of the thoracic aorta, as well as a grade 3 (pseudoaneurysm) of her left internal carotid artery. Her aorta was repaired immediately; on follow-up angiography of her carotid injury, her pseudoaneurysm had progressed and there was significant narrowing of the adjacent internal carotid artery. Digital subtraction angiogram of the left internal carotid artery, s/p stent placement. A 6 mm × 47 mm Magic Wallstent (Boston Scientific, Watertown, MA) was placed. Notice the immediate and nearly complete resolution of the pseudoaneurysms."
ROCO_36359,Axial T2-weighted magnetic resonance imaging of the brain shows a hyperintense lesion in the left temporal lobe (arrow).,"Brain MR demonstrating asymmetric density (arrow) at the inferior margin of L globus pallidus in 46,XX del(4)(q32)."
ROCO_11337,Left ventricular catheter placement. The catheter is placed in the left ventricle. The catheter is placed in the left ventricle.,Ventriculogram (Diastole).
ROCO_53677,CT scan of abdomen showing a large mass in the right lower lobe of the liver.,"CT of the abdomen shows atrophy of the spleen, pancreas and left kidney after radiation therapy 3 years earlier for gastric lymphoma."
ROCO_62230,Axial CT scan of the neck showing a large mass in the right parotid gland.,Lacrimal and conjunctival lymphoma. Axial contrast-enhanced CT shows tumour involving the left lacrimal gland and the preseptal soft tissues.
ROCO_14088,Transesophageal echocardiogram showing a left ventricular mass.,The photo shows the 3D hologram of the ventricular septal defect repaired with a patch.
ROCO_57308,CT scan of abdomen showing a large mass in the right lower quadrant.,MRI Scan showing a crossed fused kidney on the left side.
ROCO_73990,The anterior view of the left eye. The anterior segment of the eye is seen in the anterior segment of the image. The posterior segment of the eye is seen in the posterior segment of the image. The anterior segment of the eye is seen in,"Microendoscopic assessment of the same area in ""Figure 6"" showing the surface view of a taste bud, with the nuclei and cell borders outlined by methylene blue dye. The mucosa is normal in appearance."
ROCO_43521,Computed tomography scan of the brain showing a large mass in the right parietal lobe.,"CT scan of the patient after the submission to the hospital, which demonstrates the SAH."
ROCO_02124,Chest X-ray showing a large right-sided pleural effusion.,Abdominal X-ray of patient 1 at first presentation. Note heavily dilated colon frame.
ROCO_57663,CT scan of the abdomen showing a large mass in the right lower lobe of the liver.,CT-scan showing pancreatic pseudocyst and its mediastinal extension.
ROCO_72245,X-ray of the abdomen showing a large mass in the right lower quadrant.,Stricture proximal transverse colon.
ROCO_73671,Radiograph of the right hand showing the LCLC and the MCLC. The MCLC is the medial collateral ligament of the right hand. The LCLC is the lateral collateral ligament of the right hand. The,"Dorso-palmar radiograph of the metacarpus of one sheep (A5) after surgery (T1): selection of an area of 10500 pixels (70 × 150 h), indicated by the red dotted line, over the medial and lateral cortices, at the drill site (MCDS, LCDS) and on the adjacent normal bone (NMC, NLC), to be processed by graphic software (Corel Photo-Paint, CorelDraw) to obtain the histogram for each site. The LCDS/NLC and MCDS/NMC ratios were calculated to evaluate bone healing at different times."
ROCO_39872,"CT scan of the neck showing a large mass in the right parotid gland. CTV, cervical vertebrae; CT, computed tomography.","Three-dimensional conformal radiation therapy (3D-crt) treatment plan showing the clinical target volumes ctv66, ctv54, and isodose lines for 66 Gy, 54 Gy, and 35 Gy."
ROCO_59971,Axial T2-weighted magnetic resonance imaging of the cervical spine showing a hyperintense lesion in the cervical spine (arrow). The lesion is hyperintense and extends from the C3-C4 level to the C5,Sagittal MRI shows progressive simultaneous ossification of the anterior longitudinal and the posterior longitudinal spinal ligaments respectively and the apparent ankylosed spine fracture (arrow).
ROCO_07135,Axial CT scan showing a large mass in the left maxillary sinus. The mass is hypodense and has a high signal intensity. The mass is located in the maxillary sinus and is not located in the maxillary sinus,"Fig 1 Axial (arrowheads) and Fig 2 sagittal CT demonstrate an expansile lesion (arrow) of the posterior arch of C1. It is contained within the cortex with no soft tissue extension. The bony margins appear smooth, homogeneous and sclerotic."
ROCO_27941,"Axial computed tomography scan showing a large, well-defined, hypodense lesion in the lumbar spine (arrow). The lesion is located in the posterior part of the L5–S1 vertebral body. The","Fig 1 Axial (arrowheads) and Fig 2 sagittal CT demonstrate an expansile lesion (arrow) of the posterior arch of C1. It is contained within the cortex with no soft tissue extension. The bony margins appear smooth, homogeneous and sclerotic."
ROCO_08276,CT scan of the abdomen showing a large mass in the right kidney.,Abdominopelvic contrast-enhanced computed tomography. Multiple liver abscesses and mesenteric partial thrombosis.
ROCO_61864,X-ray of the pelvis showing a large mass (arrows) in the right hip. The mass is located in the femoral neck and is not associated with any other pathology. The mass is not associated with any other pathology. The,X-ray photo showing the rectal calculus projecting in the pelvis (thick arrow) above the pubic symphysis and the phleboliths projecting on the left colon (thin arrow)
ROCO_26543,Axial CT scan of the abdomen showing a large mass in the right lower quadrant.,Round region of heterogeneously increased density in anterior abdominal wall just superior to symphysis pubis. This region measures approximately 3 cm in diameter. Postoperative inflammatory changes are noted just inferior to this region.
ROCO_01637,"Endoscopic retrograde cholangiopancreatography showing a large, well-defined, non-obstructing, non-obstructing, non-obstructing, non-obstructing, non-obstructing,",Endoscopic Papillary Balloon Dilation. Dilation of the ectopic opening with a 8 mm diameter biliary dilation balloon. Note the stone next to the balloon.
ROCO_37236,Chest X-ray showing a left ventricular mass (arrows) and a left atrial mass (arrowhead) with a left ventricular septal defect (arrow). The septal defect is filled with a contrast medium. The,"CXR PA view reveals defibrillator on the left chest, RV defibrillator lead (short arrow), RA lead (long arrow) placed through the Left SVC and coronary sinus into the corresponding chambers."
ROCO_79932,"Endoscopic retrograde cholangiopancreatography showing the presence of a large, non-obstructing, non-obstructing, non-obstructing, non-obstructing, non-obstructing, non",(a) Fluoroscopic view (45º left anterior oblique) nicely shows both atrial and ventricular leads on the right side of the septum. The tip of the ventricular lead is fixed in the distal infero-apical position of the right ventricular apex.  (b) Fluoroscopic view (30º right anterior oblique) shows the ventricular pacing lead oriented anteriorly and inferiorly in the right ventricular apex.
ROCO_79548,Echocardiography showing a large left ventricular mass with a thickened wall and a large left atrial mass with a thickened wall. The left ventricular mass was not associated with any other cardiac abnormalities. The left atrial mass,"Long axis parasternal view showing vegetation (arrow) in the right ventricular outflow tract. LV, left ventricle."
ROCO_80536,"Axial T2-weighted magnetic resonance imaging of the pelvis showing a large, well-defined, hyperintense lesion in the right pelvic region (arrow). The lesion is located in the posterior part of the right pelvic region","Axial Thoracolumbar MRI. The posterior fat pad and the hyperintensity rim around the anteriorly located hematoma (arrow), due to methemoglobin formation is compatible with subdural hematoma."
ROCO_16828,Postoperative radiograph showing the removal of the tumor. The arrow indicates the tumor.,"In the coronal view, decreased number or redundant of the C5 rootlets (black arrow) are well recognized."
ROCO_74981,Axial CT scan of the abdomen showing a large mass in the right lower lobe of the liver. The mass is hypodense and has a high signal intensity. The mass is hypodense and has a high signal intensity. The mass is,CT Scan of the Pelvis showing prostatic mass.
ROCO_01855,CT scan of the abdomen showing a large mass in the right kidney.,MRI of the cystic teratoma of the pancreatic tail. Enhanced magnetic resonance shows a cystic mass arising from the tail of the pancreas extending to the middle side of the stomach without defined margins.
ROCO_30107,Abdominal X-ray showing a large mass in the right lower quadrant.,Abdominal X-Ray on the day of A&E admission showing small bowel dilation.
ROCO_70602,Angiogram of the left ventricle showing the left ventricular septum (LV) and the left atrium (LA) with the left ventricular outflow tract (LVOT) and the left atrial outflow tract (,"Selective mesenteric vein angiography after cavo-portal transposition: splanchnic flow is shunted to the vena cava system through the neo-formed porto-caval shunts. smv = superior mesenteric vein, spv = splenic vein, icv = intercostal veins, itv = internal thoracic vein, tev = thoraco-epigastric vein, sev = superficial epigastric vein."
ROCO_38732,Postoperative X-ray of the left foot showing the new bone graft.,Instant total contact cast: made by wrapping the removable cast walker with a layer of plaster of paris.
ROCO_59390,Panoramic radiograph showing the presence of a large radiopaque mass in the left maxillary sinus.,preoperative panoramic radiographs showing features of dentin dysplasia type I.
ROCO_06423,CT scan of the abdomen showing a large mass in the right lower lobe of the liver. The mass is hypodense and has a high signal intensity. The mass is not associated with any other lesions. The mass is not associated with any other,"Computerised tomography of chest demonstrating thoracic aortic aneurysm (T= true lumen, F=false lumen)"
ROCO_48231,CT scan of the abdomen showing a large mass in the right kidney (arrow).,Computerized tomography appearance of a retained intraabdominal towel (yellow arrow). Note the air bubbles (red arrow) within the foreign body which absorbed the contrast agent.
ROCO_72435,Axial CT scan of the abdomen showing a large mass in the right lower quadrant.,"CT scan of the orbits and brain, coronal view. The swelling extended into the soft tissues of the infra-orbital region, but there was little pre-septal soft tissue swelling."
ROCO_27486,Ultrasound of the abdomen showing a large mass in the right kidney.,Transthoracic echocardiogram (TTE 4-chamber). Right sections were dilated with a hypokinetic right ventricle. An image referring to a thrombosis was detected in the rigtht atrium.
ROCO_78124,Chest X-ray showing bilateral pleural effusion.,CXR showing multiple bilateral lung metastases at diagnosis.
ROCO_70256,"Breast MRI showing a large, well-defined, well-circumscribed, well-defined, well-defined, well-defined, well-defined, well-defined, well-defined, well-defined, well-defined, well",Craniocaudal mammography of the same patient with a small dense structure suspicious for recurrent breast cancer. This non-palpable lesion was marked by a wire before surgery.
ROCO_00328,CT scan of the abdomen showing a large mass in the right lower lobe (arrow).,"Left upper lobe squamous cell cancer showing a broad, convex margin with the mediastinum at CT (arrow); there was no mediastinal or pleural invasion at surgery or pathology (T2 tumor)."
